lambda;stepsize;momentum;epsilon;batch_size;layer_number;neuron;activation;activation_output;initialization;mse_train;mse_test;mse_train_variance;mse_test_variance;acc_train;acc_test;acc_train_variance;acc_validation_variance
0.001;0.8;0.8;0.0009;64;1;3;tanh;tanh;uniform;0.020042525500586387;0.025652650237810114;5,24E+10;1,88E+11;1.0;1.0;0.0;0.0
0.001;0.3;0.8;0.0009;64;1;9;tanh;tanh;uniform;0.015877283252922533;0.03250908843551382;2,55E+11;1,98E+11;1.0;0.991869918699187;0.0;0.0001321964439156589
0.001;0.3;0.8;0.0009;64;3;3;tanh;tanh;uniform;0.010239555181496924;0.03741109705350715;2,34E+09;0.0002569725102482947;1.0;0.9674796747967479;0.0;0.0009253751074096093
0.001;0.3;0.8;0.0009;64;3;9;tanh;tanh;uniform;0.013010011344813;0.04136116968957467;3,75E+10;0.0005102012673557065;1.0;0.9674796747967479;0.0;0.0021151431026505377
0.001;0.8;0.8;0.0009;64;1;9;tanh;tanh;uniform;0.026851035371277972;0.05217593323246611;0.00011909106164312782;0.00045893337231713146;1.0;0.9674796747967479;0.0;0.0009253751074096093
0.001;0.8;0.8;0.0009;64;3;9;tanh;tanh;uniform;0.013932693661639205;0.05275398774624523;1,63E+10;0.0002479959462943128;0.991869918699187;0.9349593495934959;0.0001321964439156589;0.0017185537709035615
0.001;0.3;0.8;0.0009;64;1;3;tanh;tanh;uniform;0.03048897431923438;0.0539994749875155;0.00037407586613939374;0.0005164773587036788;1.0;0.975609756097561;0.0;0.0011897679952409266
0.001;0.8;0.8;0.0009;64;3;3;tanh;tanh;uniform;0.01688669842735513;0.061278129442666966;4,58E+11;0.0010622214236144054;0.9959349593495935;0.9186991869918698;3,30E+11;0.0021151431026505377
0.001;0.8;0.8;0.0009;64;3;9;tanh;sigmoid;uniform;0.046477798083516784;0.06712842187545914;0.0008379897764725242;0.0013974385624020448;0.959349593495935;0.9430894308943089;0.0009253751074096098;0.0025117324343975145
0.001;0.3;0.8;0.0009;64;3;9;tanh;sigmoid;uniform;0.04306415966886066;0.06854653601108492;0.0006433536986159917;0.0019261522360188915;0.9634146341463414;0.9430894308943089;0.0006940313305572092;0.0017185537709035615
0.001;0.8;0.3;0.0009;64;1;9;tanh;tanh;uniform;0.029451662414922915;0.07320474621479507;1,46E+11;0.0012302519967094007;1.0;0.9430894308943089;0.0;0.0017185537709035615
0.001;0.3;0.3;0.0009;64;1;9;tanh;tanh;uniform;0.0299049879973666;0.07424513798810074;2,89E+10;0.00010463942405246323;1.0;0.91869918699187;0.0;0.0001321964439156589
0.001;0.3;0.3;0.0009;64;3;9;tanh;tanh;uniform;0.047821710498633374;0.0888680906465074;2,66E+11;0.0004814011919742908;0.9959349593495935;0.9105691056910569;3,30E+11;0.0017185537709035626
0.001;0.8;0.3;0.0009;64;1;3;tanh;tanh;uniform;0.03405699829029784;0.08980687010339654;7,69E+09;0.0019304244969522483;0.9878048780487805;0.8617886178861789;0.0002974419988102325;0.008460572410602161
0.001;0.8;0.8;0.0009;64;1;3;tanh;sigmoid;uniform;0.052296550354913866;0.09340424086832144;0.0002746693863674088;0.000204804952612554;0.9796747967479674;0.9024390243902439;0.00042963844272589147;0.00039658933174697666
0.001;0.3;0.3;0.0009;64;3;3;tanh;tanh;uniform;0.0556767976057883;0.09415515466414988;0.0001187865512204261;0.00022833512242411078;0.9634146341463414;0.8943089430894308;0.00039658933174697666;0.002511732434397515
0.001;0.8;0.3;0.0009;64;3;9;tanh;tanh;uniform;0.03789343107112702;0.09425621010427315;0.00020386122977260972;0.0013062449661343217;0.9878048780487805;0.8943089430894308;0.0002974419988102325;0.005684447088373325
0.001;0.3;0.8;0.0009;64;1;3;tanh;sigmoid;uniform;0.04035240908375754;0.09491370043509244;4,93E+10;0.00151316331473044;1.0;0.8617886178861789;0.0;0.010443519069337034
0.001;0.3;0.3;0.0009;64;1;3;tanh;tanh;uniform;0.03469982323291176;0.09960181830890978;9,75E+09;0.0007122509836268394;0.9959349593495935;0.8943089430894308;3,30E+11;0.0033049110978914664
0.001;0.8;0.8;0.0009;64;1;9;tanh;sigmoid;uniform;0.049352890457521885;0.10286017308552008;0.00030999405206216807;0.002290560264188162;0.9796747967479674;0.9024390243902438;0.000826227774472868;0.004759071980963713
0.001;0.3;0.8;0.0009;64;1;9;tanh;sigmoid;uniform;0.046140529694107583;0.10646004042048894;0.00018928133858407377;0.004378288763527205;0.9878048780487805;0.9186991869918698;0.0002974419988102325;0.009650340405843078
0.001;0.8;0.3;0.0009;64;3;9;tanh;sigmoid;uniform;0.037413990458803836;0.11743438145031705;0.00019702043314498362;0.001774431742788801;0.983739837398374;0.8617886178861789;0.0002313437768524031;0.004891268424879368
0.001;0.8;0.8;0.0009;64;3;3;tanh;sigmoid;uniform;0.08012118789047058;0.13199952351763763;0.001166328855352057;0.000972805395755777;0.9186991869918698;0.8617886178861789;0.0016194064379668176;0.0017185537709035615
0.001;0.3;0.3;0.0009;64;3;9;tanh;sigmoid;uniform;0.09623836709820126;0.14577505567419693;0.000294623611128609;0.0019881268395367;0.9227642276422764;0.8130081300813008;0.0006279331085993778;0.006874215083614255
0.001;0.3;0.8;0.0009;64;1;9;sigmoid;tanh;uniform;0.11613755422522622;0.15604055924158342;0.001329797747722265;0.0006505784190935872;0.8333333333333334;0.7398373983739838;0.004891268424879373;0.003701500429638443
0.001;0.3;0.8;0.0009;64;1;3;sigmoid;tanh;uniform;0.08421805957316543;0.16182925625204572;0.000364763052668544;0.003802731952079861;0.9227642276422764;0.7804878048780487;0.0009253751074096093;0.011104501288915325
0.001;0.8;0.8;0.0009;64;1;3;sigmoid;tanh;uniform;0.10644688794679878;0.16870392043080665;0.0016645921882354683;0.0007601322032673619;0.8821138211382115;0.7154471544715447;0.0064776257518672714;0.008857161742349136
0.001;0.8;0.3;0.0009;64;1;3;tanh;sigmoid;uniform;0.13029313443977517;0.17204482763139683;0.0001883632494172038;0.00010047836519993813;0.8617886178861789;0.7398373983739838;0.0010245224403463565;0.002511732434397515
0.001;0.3;0.3;0.0009;64;1;3;tanh;sigmoid;uniform;0.13683303347929057;0.17241197752258675;0.0002724248463287191;5,99E+09;0.8455284552845529;0.7886178861788619;0.0030074690990812346;0.0017185537709035628
0.001;0.8;0.3;0.0009;64;3;3;tanh;tanh;uniform;0.04489699490707416;0.1736698438736565;8,38E+10;0.010930878241753546;0.9796747967479674;0.8373983739837398;3,30E+11;0.003701500429638443
0.001;0.8;0.8;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.15104679681121363;0.17616968510353204;1,04E+11;0.00014090558403054095;0.8536585365853658;0.7642276422764228;9,91E+10;0.0025117324343975145
0.001;0.3;0.3;0.0009;64;3;3;tanh;sigmoid;uniform;0.11336695047470201;0.1765633000476441;0.0002389534998621639;0.0009064516022172049;0.894308943089431;0.7967479674796748;0.0005287857756626356;0.006874215083614246
0.001;0.8;0.3;0.0009;64;3;3;tanh;sigmoid;uniform;0.14113379897446868;0.17722458034113145;0.003125460049777046;0.003229053874095075;0.8495934959349594;0.804878048780488;0.005684447088373325;0.007535197303192548
0.001;0.3;0.8;0.0009;64;3;3;tanh;sigmoid;uniform;0.09051672522904745;0.17765270165607724;0.00027963006496438734;0.0012795987324839744;0.910569105691057;0.7804878048780489;0.0005287857756626356;0.00118976799524093
0.001;0.3;0.8;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.1536832546211709;0.18479645787462218;0.000534673559646115;0.00029535652272516863;0.8170731707317073;0.7723577235772359;0.0027761253222288312;0.0005287857756626356
0.01;0.8;0.8;0.0009;64;3;9;tanh;tanh;uniform;0.158917750747172;0.18727408760941835;1,09E+09;6,65E+10;0.7926829268292682;0.7723577235772359;0.0012889153281776717;0.0001321964439156589
0.001;0.3;0.3;0.0009;64;1;3;sigmoid;tanh;uniform;0.15445750569117142;0.19251489585890094;0.00011317101574032121;0.00010842984653377113;0.8292682926829268;0.7398373983739838;0.0024786833234186;0.003701500429638443
0.001;0.8;0.8;0.0009;64;1;9;sigmoid;tanh;uniform;0.1140440591616908;0.19394973003371285;2,12E+10;0.0022278986258849258;0.8373983739837398;0.7398373983739837;0.00042963844272589147;0.006477625751867273
0.001;0.3;0.3;0.0009;64;1;9;tanh;sigmoid;uniform;0.13498580902817012;0.1958254867318857;4,51E+09;0.000635550125498225;0.8699186991869919;0.7154471544715447;3,30E+11;0.0009253751074096098
0.001;0.3;0.8;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.1482931333288597;0.19614399951400605;0.0002515551296746978;0.00012691074685490452;0.8292682926829268;0.6829268292682927;0.0018837993257981346;0.0035693039857227853
0.001;0.3;0.3;0.0009;64;1;9;sigmoid;tanh;uniform;0.1560047295915676;0.19792121777340776;0.00019297747968606582;0.0005451351811785459;0.8008130081300813;0.6829268292682927;0.0006279331085993777;0.0035693039857227853
0.001;0.8;0.3;0.0009;64;1;9;tanh;sigmoid;uniform;0.127736131323411;0.19830212273550582;0.0005397204466925872;0.0008958864948107414;0.8495934959349594;0.6991869918699187;0.004197237094322164;0.003701500429638443
0.001;0.8;0.3;0.0009;64;1;3;sigmoid;tanh;uniform;0.1505169003094329;0.19888943646111548;6,60E+09;0.0003155823222142418;0.8130081300813008;0.7154471544715447;0.0016194064379668174;0.004891268424879373
0.01;0.8;0.8;0.0009;64;3;3;tanh;tanh;uniform;0.15996639084254966;0.1992781397726323;3,97E+11;8,33E+10;0.8008130081300813;0.7317073170731708;0.0030074690990812346;0.0015863573269879032
0.01;0.3;0.8;0.0009;64;1;9;tanh;tanh;uniform;0.16014461619076273;0.20119712296764983;0.00010598861561065104;0.0003238548823949827;0.7845528455284553;0.6991869918699187;0.0006279331085993774;0.0001321964439156577
0.01;0.3;0.8;0.0009;64;1;3;tanh;tanh;uniform;0.16137083107309427;0.2031574805823734;3,92E+10;0.00010353103896358612;0.7845528455284553;0.7235772357723578;0.0017185537709035617;0.0064776257518672775
0.001;0.8;0.8;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.14117170033312448;0.20534051000733897;1,76E+11;0.0014809444373015004;0.8577235772357724;0.7235772357723578;0.00042963844272589147;0.0064776257518672775
0.01;0.8;0.8;0.0009;64;1;9;tanh;tanh;uniform;0.15737857444220812;0.20621390928671043;5,31E+10;0.00038026048283553755;0.7804878048780489;0.6829268292682927;0.0012889153281776715;0.011104501288915327
0.01;0.8;0.8;0.0009;64;1;3;tanh;sigmoid;uniform;0.19038818497997992;0.20675585738439692;5,38E+07;6,52E+10;0.7967479674796748;0.7154471544715447;0.0002313437768524016;0.004891268424879373
0.01;0.3;0.8;0.0009;64;3;3;tanh;tanh;uniform;0.15406749274998602;0.206865854991744;0.0007413246944220549;0.0007732359847549638;0.8170731707317073;0.7317073170731708;0.006246281975014875;0.0011897679952409302
0.01;0.8;0.3;0.0009;64;1;9;tanh;tanh;uniform;0.17922098147323176;0.2079335460602987;0.0001269935164409816;0.00014510191368302195;0.7926829268292682;0.6991869918699187;0.0008923259964306948;0.0064776257518672775
0.01;0.3;0.8;0.0009;64;1;9;tanh;sigmoid;uniform;0.1900680567030922;0.2079348988312473;0.0001166388978967879;3,34E+10;0.8008130081300813;0.7317073170731708;0.0002313437768524019;0.0035693039857227853
0.01;0.3;0.8;0.0009;64;1;3;tanh;sigmoid;uniform;0.19167026141369112;0.20900282201021472;0.00025049496599768053;0.0001120526617604279;0.8170731707317073;0.7479674796747967;0.003073567321039064;0.009650340405843083
0.001;0.8;0.3;0.0009;64;1;9;sigmoid;tanh;uniform;0.1483241004874422;0.20940133390700735;7,71E+10;0.00036264590230658967;0.804878048780488;0.6910569105691057;0.0020820939916716234;0.0009253751074096093
0.001;0.3;0.3;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.19523771708960222;0.21038602293009415;3,64E+08;4,92E+08;0.8008130081300813;0.7479674796747968;0.0002313437768524019;0.0005287857756626356
0.01;0.3;0.8;0.0009;64;3;9;tanh;tanh;uniform;0.1601102435879828;0.21058078864499633;0.00045015850825728455;0.00022812442858999638;0.7926829268292682;0.6991869918699187;0.0024786833234186;0.0021151431026505377
0.01;0.8;0.3;0.0009;64;1;3;tanh;tanh;uniform;0.1759265305349551;0.21580876387314799;0.00028651248838762613;0.00028899586987909937;0.8048780487804877;0.6422764227642277;0.002082093991671623;0.0064776257518672714
0.001;0.8;0.3;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.19319620214250388;0.21888460040860155;9,14E+10;3,49E+10;0.8170731707317073;0.6504065040650407;0.0012889153281776709;0.004098089761385416
0.01;0.8;0.8;0.0009;64;1;9;tanh;sigmoid;uniform;0.18560435373305836;0.21993551709432588;3,38E+10;3,50E+10;0.7926829268292682;0.6829268292682927;9,91E+10;0.0051556613127106896
0.01;0.3;0.3;0.0009;64;1;3;tanh;tanh;uniform;0.17665582888098177;0.22229677463317235;0.0001531961882574577;0.00010605991885993144;0.7967479674796748;0.6178861788617885;0.00459382642606914;0.0021151431026505425
0.01;0.3;0.3;0.0009;64;1;9;tanh;tanh;uniform;0.17756577715839236;0.22354690333553506;3,81E+10;0.00024991962779221614;0.7926829268292682;0.6585365853658537;1,23E-17;0.00039658933174697666
0.001;0.8;0.3;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.2101657913309187;0.22621691846972083;0.00010245495363701291;1,66E+11;0.7357723577235772;0.6585365853658537;0.00261087976733426;0.0015863573269879032
0.01;0.8;0.8;0.0009;64;1;3;sigmoid;tanh;uniform;0.2013039845405149;0.2288303842844044;0.00016624214038077993;1,63E+11;0.7764227642276422;0.6829268292682927;0.004197237094322165;0.0011897679952409266
0.001;0.3;0.3;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.21573565798103125;0.23358152456986447;5,88E+09;9,32E+10;0.7317073170731708;0.6341463414634146;0.0024786833234186;0.01943287725560183
0.01;0.3;0.8;0.0009;64;1;3;sigmoid;tanh;uniform;0.2075647569489543;0.2340540459193433;0.0003667752153828248;1,52E+11;0.7764227642276422;0.6260162601626016;0.0063784784189305265;0.00568444708837332
0.01;0.3;0.8;0.0009;64;1;9;sigmoid;tanh;uniform;0.22177263191105479;0.23488899600186217;0.00019779508524728044;4,38E+10;0.6178861788617886;0.6097560975609757;0.011137550399894244;0.0051556613127106896
0.01;0.8;0.8;0.0009;64;1;3;tanh;tanh;uniform;0.153012876504233;0.24026292578569963;0.00017068071802504628;0.0010074600930678557;0.7886178861788619;0.6341463414634146;0.0014211117720933292;0.0027761253222288312
0.01;0.8;0.3;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.2499978933827316;0.25001559805262447;1,54E+06;2,73E+07;0.5040650406504065;0.4959349593495935;3,30E+11;0.0001321964439156589
0.01;0.3;0.8;0.0009;64;3;3;sigmoid;tanh;uniform;0.25220357933630294;0.2500360402209325;3,03E+10;1,66E+10;0.4878048780487805;0.5203252032520326;9,91E+10;0.0005287857756626356
0.01;0.8;0.3;0.0009;64;3;9;tanh;sigmoid;uniform;0.24995254144611664;0.2501420440273577;5,12E+06;5,11E+07;0.5040650406504065;0.4959349593495935;3,30E+11;0.0001321964439156589
0.01;0.8;0.3;0.0009;64;3;9;tanh;tanh;uniform;0.25004071895705315;0.2504320266684994;2,26E+07;1,16E+09;0.5040650406504065;0.4959349593495935;3,30E+11;0.0001321964439156589
0.01;0.3;0.8;0.0009;64;3;9;tanh;sigmoid;uniform;0.24986156665956952;0.2504432140011057;1,17E+05;9,48E+06;0.5121951219512195;0.4796747967479675;0.0;0.0001321964439156583
0.01;0.3;0.3;0.0009;64;3;9;tanh;sigmoid;uniform;0.24985285835198992;0.25060021310856867;2,73E+04;7,18E+07;0.5121951219512195;0.4796747967479675;0.0;0.0001321964439156583
0.01;0.3;0.8;0.0009;64;3;3;tanh;sigmoid;uniform;0.249765799605848;0.25081868184740763;5,92E+08;5,58E+08;0.5121951219512195;0.4796747967479675;9,91E+10;0.0005287857756626344
0.01;0.3;0.3;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.24976437245024044;0.2508322384635407;6,44E+05;7,07E+08;0.5121951219512195;0.4796747967479675;9,91E+10;0.0005287857756626344
0.001;0.8;0.3;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.24996077022083737;0.2509018148257997;3,51E+07;4,87E+08;0.5040650406504065;0.4878048780487805;0.0001321964439156589;0.0003965893317469758
0.01;0.8;0.8;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.24993009517578454;0.25099281292097725;1,68E+07;4,25E+08;0.5121951219512195;0.4796747967479675;0.0;0.00013219644391565833
0.01;0.3;0.8;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.24976375904161383;0.25123539036474546;6,85E+07;1,03E+10;0.5121951219512195;0.47154471544715443;9,91E+10;0.0001321964439156583
0.001;0.3;0.3;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.24975997153167354;0.2512399783214216;6,68E+07;1,11E+10;0.5121951219512195;0.4796747967479675;9,91E+10;0.0005287857756626344
0.01;0.3;0.8;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.25004188944217454;0.2512816578807195;3,19E+08;9,99E+08;0.5040650406504065;0.4959349593495935;0.0002313437768524031;0.0009253751074096111
0.001;0.8;0.3;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.2497649745123656;0.2512958119624182;6,93E+06;9,83E+07;0.5121951219512195;0.47154471544715443;9,91E+10;0.0001321964439156583
0.01;0.8;0.3;0.0009;64;3;9;sigmoid;tanh;uniform;0.25181268497568204;0.25132252030656477;7,68E+09;8,28E+08;0.5040650406504065;0.4878048780487805;0.0001321964439156589;0.0003965893317469758
0.01;0.8;0.8;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.24976592117285232;0.2513286132581935;6,79E+06;1,15E+10;0.5121951219512195;0.4796747967479675;9,91E+10;0.0005287857756626344
0.001;0.3;0.3;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.24961213299340682;0.2515279215380594;5,71E+08;1,08E+09;0.5203252032520326;0.46341463414634143;3,30E+11;0.0003965893317469758
0.01;0.3;0.3;0.0009;64;1;9;sigmoid;tanh;uniform;0.24859398888460063;0.25153238712060716;3,06E+09;1,64E+11;0.5121951219512195;0.4796747967479675;0.0008923259964306976;0.0037015004296384463
0.01;0.3;0.3;0.0009;64;3;3;tanh;sigmoid;uniform;0.2495724764135642;0.2516432686229159;3,92E+08;7,51E+08;0.5203252032520326;0.46341463414634143;3,30E+11;0.0003965893317469758
0.01;0.3;0.3;0.0009;64;1;3;tanh;sigmoid;uniform;0.24956497324440344;0.2517617644617048;4,36E+07;1,28E+10;0.5203252032520326;0.46341463414634143;3,30E+11;0.0003965893317469758
0.01;0.8;0.8;0.0009;64;3;9;tanh;sigmoid;uniform;0.21138337536095256;0.2518322511721296;0.002880782496504334;1,72E+11;0.6463414634146342;0.4959349593495935;0.03301606186793576;0.004891268424879369
0.001;0.8;0.8;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.24948501627131256;0.2519434631047665;2,82E+08;2,58E+09;0.5203252032520326;0.4552845528455285;0.0001321964439156589;0.0001321964439156589
0.01;0.3;0.8;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.24961777747040603;0.2519502220748548;4,36E+07;1,11E+09;0.5203252032520326;0.46341463414634143;3,30E+11;0.0003965893317469758
0.01;0.8;0.3;0.0009;64;1;3;sigmoid;tanh;uniform;0.24985381263670234;0.2519878128440824;1,61E+09;3,52E+10;0.5040650406504065;0.4878048780487805;0.00042963844272589147;0.001586357326987905
0.01;0.3;0.3;0.0009;64;3;9;sigmoid;tanh;uniform;0.24956788631190427;0.25203128231294686;2,66E+08;1,43E+10;0.5203252032520326;0.4552845528455285;0.0001321964439156589;0.0001321964439156589
0.01;0.3;0.3;0.0009;64;1;9;tanh;sigmoid;uniform;0.2494797624272765;0.2520719654652604;2,82E+09;2,41E+10;0.5203252032520326;0.4552845528455285;0.0001321964439156589;0.0001321964439156589
0.01;0.8;0.8;0.0009;64;3;3;tanh;sigmoid;uniform;0.24955681166235802;0.25219194408884127;4,41E+07;2,15E+09;0.5203252032520326;0.46341463414634143;3,30E+11;0.0003965893317469758
0.01;0.8;0.3;0.0009;64;3;3;sigmoid;tanh;uniform;0.24941457290112376;0.25219986487842316;3,04E+08;3,46E+10;0.5203252032520326;0.46341463414634143;0.00023134377685240308;0.0011897679952409283
0.01;0.8;0.8;0.0009;64;3;3;sigmoid;tanh;uniform;0.2503382871480883;0.252263327435061;1,32E+10;3,34E+10;0.5284552845528455;0.4471544715447154;0.0001321964439156589;0.0009253751074096108
0.01;0.3;0.3;0.0009;64;3;3;sigmoid;tanh;uniform;0.2495483623947585;0.2524524065464165;4,60E+09;4,86E+09;0.5203252032520326;0.45528455284552843;0.0002313437768524031;0.0005287857756626344
0.001;0.3;0.3;0.0009;64;3;3;sigmoid;tanh;uniform;0.2498628228955692;0.25247180759871;2,08E+08;8,75E+08;0.5040650406504065;0.4878048780487805;0.00042963844272589147;0.001586357326987905
0.01;0.8;0.8;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.24948259329154485;0.25250977773840494;3,44E+09;5,18E+09;0.5203252032520326;0.4552845528455285;0.0001321964439156589;0.0001321964439156589
0.01;0.3;0.3;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.2492672305791185;0.2525900847026048;1,06E+09;2,45E+09;0.5284552845528455;0.4471544715447155;3,30E+11;0.0005287857756626356
0.001;0.8;0.3;0.0009;64;3;9;sigmoid;tanh;uniform;0.25012943779213603;0.25265232237791985;1,14E+09;1,41E+09;0.5040650406504065;0.4878048780487805;0.00042963844272589147;0.001586357326987905
0.001;0.8;0.8;0.0009;64;3;3;sigmoid;tanh;uniform;0.2506023430040092;0.252701303272375;1,74E+10;3,57E+11;0.5040650406504065;0.5040650406504065;0.0006279331085993798;0.0025117324343975167
0.001;0.8;0.8;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.2492601609826691;0.2530802822695925;5,51E+07;4,69E+08;0.5284552845528455;0.4471544715447155;3,30E+11;0.0005287857756626356
0.01;0.8;0.3;0.0009;64;1;3;tanh;sigmoid;uniform;0.24935502409169752;0.25324739885219866;3,00E+09;5,82E+09;0.5203252032520326;0.46341463414634143;0.00023134377685240308;0.0011897679952409283
0.001;0.8;0.8;0.0009;64;3;9;sigmoid;tanh;uniform;0.2571870168946057;0.2533386818412113;3,17E+10;1,37E+11;0.4959349593495935;0.5121951219512195;0.0001321964439156589;0.00039658933174697666
0.01;0.8;0.3;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.24903286261073299;0.2535807254092861;8,91E+08;1,08E+11;0.5284552845528455;0.43902439024390244;0.0002313437768524031;0.00039658933174697666
0.001;0.3;0.8;0.0009;64;3;3;sigmoid;tanh;uniform;0.24960413745262403;0.2537210981551199;1,87E+10;1,66E+10;0.5121951219512195;0.4796747967479675;0.0008923259964306976;0.0037015004296384463
0.001;0.3;0.8;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.2492112462907575;0.25396572518586397;1,48E+09;1,04E+11;0.5284552845528455;0.4471544715447155;3,30E+11;0.0005287857756626356
0.01;0.8;0.3;0.0009;64;3;3;tanh;tanh;uniform;0.24901348907281742;0.25450994167011326;9,82E+07;2,10E+11;0.5284552845528455;0.43902439024390244;0.00023134377685240308;0.00039658933174697666
0.01;0.8;0.3;0.0009;64;1;9;sigmoid;tanh;uniform;0.24877603346831914;0.25557680281773143;1,60E+10;3,14E+10;0.5284552845528455;0.43902439024390244;0.0002313437768524031;0.00039658933174697666
0.01;0.3;0.3;0.0009;64;1;3;sigmoid;tanh;uniform;0.24838244458575195;0.25563627096621255;8,44E+07;2,79E+10;0.5325203252032521;0.45528455284552843;3,30E+11;0.0017185537709035637
0.001;0.8;0.3;0.0009;64;3;3;sigmoid;tanh;uniform;0.24898952899107676;0.25597835306757183;8,91E+07;2,45E+10;0.5284552845528455;0.43902439024390244;0.00023134377685240308;0.00039658933174697666
0.01;0.8;0.8;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.24903743862579578;0.25597968018184464;1,05E+10;1,75E+11;0.5284552845528455;0.43902439024390244;0.00023134377685240308;0.00039658933174697666
0.01;0.3;0.3;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.24837395744902965;0.25615843359839235;1,92E+10;2,05E+10;0.5365853658536586;0.42276422764227645;0.00039658933174697666;0.000925375107409611
0.01;0.8;0.3;0.0009;64;3;3;tanh;sigmoid;uniform;0.24858055820645966;0.25617405381336383;5,27E+08;1,55E+11;0.5365853658536586;0.43089430894308944;9,91E+10;0.0009253751074096107
0.001;0.3;0.8;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.24808872957648487;0.2576092001565611;2,33E+10;3,71E+10;0.5365853658536586;0.43089430894308944;0.0006940313305572092;0.0033049110978914664
0.01;0.3;0.8;0.0009;64;3;9;sigmoid;sigmoid;uniform;0.24832200871942203;0.25779870791265364;2,05E+09;2,37E+11;0.5365853658536586;0.42276422764227645;0.00039658933174697666;0.000925375107409611
0.01;0.8;0.3;0.0009;64;3;3;sigmoid;sigmoid;uniform;0.24749299103601163;0.2613315372390214;2,78E+10;6,21E+10;0.5447154471544716;0.4146341463414634;0.0005287857756626356;0.0027761253222288317
0.01;0.3;0.3;0.0009;64;1;9;sigmoid;sigmoid;uniform;0.24742082066645518;0.2617579271926434;4,75E+09;0.00010901816855072383;0.5447154471544716;0.40650406504065045;0.0006279331085993777;0.0017185537709035637
0.01;0.8;0.3;0.0009;64;1;3;sigmoid;sigmoid;uniform;0.2473740643789746;0.26267597388844727;4,55E+08;8,94E+10;0.5447154471544716;0.40650406504065045;0.0006279331085993777;0.0017185537709035637
0.01;0.3;0.3;0.0009;64;3;3;tanh;tanh;uniform;0.24739661659066506;0.26380850606721096;4,58E+09;8,97E+10;0.5447154471544716;0.40650406504065045;0.0006279331085993777;0.0017185537709035637
0.001;0.3;0.3;0.0009;64;3;9;sigmoid;tanh;uniform;0.24780089894495408;0.26489093901460714;2,70E+10;0.00019791023181259555;0.5447154471544716;0.4065040650406504;0.0010245224403463544;0.0033049110978914664
0.001;0.3;0.8;0.0009;64;3;9;sigmoid;tanh;uniform;0.2542592183553853;0.26527711604358756;6,68E+10;7,70E+09;0.5284552845528455;0.4390243902439024;0.00042963844272589147;0.0011897679952409283
0.01;0.3;0.8;0.0009;64;3;9;sigmoid;tanh;uniform;0.27255393761245356;0.2679277421740885;0.0007956478325817484;0.0007380532584496439;0.4878048780487805;0.5284552845528455;9,91E+10;0.0001321964439156589
0.01;0.8;0.3;0.0009;64;1;9;tanh;sigmoid;uniform;0.24539246787736166;0.2722689956378148;1,37E+11;0.00028051871961890196;0.5609756097560976;0.3739837398373984;0.0008923259964306948;0.002511732434397515
0.01;0.3;0.3;0.0009;64;3;9;tanh;tanh;uniform;0.244310782937315;0.27817648250061994;2,11E+11;0.0004866440146601136;0.5691056910569107;0.35772357723577236;0.0009253751074096093;0.002511732434397515
0.01;0.8;0.8;0.0009;64;3;9;sigmoid;tanh;uniform;0.26841068296398135;0.2825445359641166;0.0002826402552181353;0.002331597681047536;0.4959349593495935;0.4959349593495935;0.0009253751074096111;0.0037015004296384463
0.01;0.8;0.8;0.0009;64;1;9;sigmoid;tanh;uniform;0.2500148140030045;0.2831163213332904;0.00017078590715321204;0.0016387853307069284;0.5121951219512195;0.47154471544715443;0.0012889153281776724;0.004891268424879373
